"","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","W19","W20","W21","W22","W23","W24","W25","W26","W27","W28","W29","W30"
"D31-1_79",-0.534552286690649,0.0974298149300237,-0.0541370120848635,0.00551221983985608,0.415955793983755,-0.0702654252921439,-0.969756039067683,-0.235216426384981,0.0555418380548924,0.143094562268378,-0.135245589543348,0.0552342263052964,-0.0735062563446974,-0.0525963387014193,-0.044501904298166,0.0357439594324857,-0.0716554800267468,0.304735248535171,0.285473282239845,0.0749995317088374,0.0655391835621713,0.429187103129273,-0.0891610538910885,-0.124848634352881,-0.0306499190277942,0.0192523963442811,0.0951211839884796,-0.11749826996626,-0.0894161524870455,0.700838989354249
"D31-1_80",-0.16513201051522,-0.127760661979276,-0.0425380385538537,0.0886462084160253,0.399400083916022,-0.0554636445039634,-0.955031638579457,-0.318379587843367,0.276429735370135,0.314048713680246,-0.188024859779545,-0.247235056246815,1.14580756149209,-0.346205828920155,0.295588267361747,-0.402907475804369,0.456085482372026,0.0989802338218125,-0.0273446752460772,-0.893403401243681,0.261971213634473,0.482639147210951,0.136462015100429,-0.0239481311238703,-0.00231393504539471,0.281334876730447,0.0450923217842215,-0.0475345177970899,-0.12405307073862,-0.680296447709639
"D31-1_81",0.019417562247231,-0.2300070126383,-0.0241330389137084,-0.00220452799826681,0.470004221054297,0.143405470475803,-0.948322667219336,0.0480305041399599,0.285996804700385,0.516601055885371,-0.260005531477521,0.269888325632919,-0.0378389141470536,-0.185262937328326,0.0928725245093459,-0.200381514149825,0.448351744814221,-0.57105901922581,-0.198397538966195,-0.142750889709691,-0.00516076014940213,0.705035319644977,-0.0986333198135356,-0.00830749369737667,0.00839716197074644,0.175038228802723,0.220792371415206,-0.311851812621358,0.702058136396032,0.328811291165197
"D31-2_55",-0.408492487561413,-0.0551262674311164,0.068669186630534,-0.0747516468936763,0.564949137260487,0.315595840158567,-0.820227166577149,-0.128484715557086,0.428241356013106,0.299392978775666,-0.0711807673826436,0.0840958144970505,0.192978788554859,-0.0238819412532776,0.0191548001625182,-0.1527060607459,0.0535426001679639,-0.235881940808045,0.174469764446076,-0.386669762452176,0.167812654608247,0.165457453194668,-0.0976482282395973,-0.0742725198144251,-0.351196239762557,-0.151775982420984,0.161421390421142,-0.101532263193399,-0.244528238653035,0.189978917172736
"D31-2_60",0.108637325738211,0.0218221353064956,-0.0735553286887183,0.347202603075309,0.448570140967332,-0.153923861491953,-0.71659259080489,-0.181182296729561,0.33606051474052,0.143299407109685,-0.267271542800473,-0.0987244685967115,0.701467067602118,-0.0993858166398866,0.299311758593789,-0.117433387997459,0.163837131851013,0.00981388254848123,0.244759428992557,0.0327205428510858,-0.16034327261505,0.491021681093762,0.376545584642037,-0.164163168521279,-0.210051197897147,-0.0483626733304894,0.0750539800998375,0.121514010768327,0.0980797391305233,0.117161333478345
"D31-3_30",-0.258600199962056,-0.0989160875302557,0.149251414543259,0.0227871090905982,0.420942643202442,-0.499073530191199,-0.723383362984447,-0.589783239804482,0.641109489978689,0.87418051257887,-0.387209158294023,0.35596844429665,0.585382316207499,-0.0909995325074081,0.330468245530988,0.461316936255832,0.605254271190038,0.505488057774919,0.214683132501532,0.193316705710081,0.176506481687124,-0.0210017262173636,-0.0302919118595231,-0.240625550104332,-0.243902261714725,0.0900791943517235,0.192570126114234,0.168902943568045,-0.137838111588098,0.0380549090693985
"D31-3_51",0.165771445723011,-0.0537066652199812,-0.000765422818493412,0.137141021058428,0.333797334122911,0.28234550750362,-0.449503039665644,-0.308806283161102,0.364535089465057,0.791783219954267,-0.214111167112416,-0.135621955614777,-0.11872175733547,0.230855155117702,-0.0401574011418865,0.126587759605395,0.143775565028933,0.0981934929599544,0.132053841190587,-0.156482394230472,-0.348012504867859,0.493977265435094,-0.11300389089454,-0.00828041076979358,-0.0951703972058772,0.134402962147911,-0.40131343898691,-0.1394205538762,0.0149070128605311,0.0854133423181807
"D31-3_54",0.0230278679166916,0.086394246028122,0.0178798335729365,-0.0373446645392583,0.508200771870017,-0.25335511256251,-0.746683538242935,-0.672706751175599,0.338027246889598,-0.0141344501532798,0.130649468977901,0.143509685319735,0.415253903356978,0.10970682111728,0.30063343764432,0.0778062039217467,0.133283933770069,0.188211332684724,-0.0391818419829998,0.29505031055308,0.252661215948811,-0.111915400337902,-0.228095510790876,-0.486325673872238,0.15811854682757,-0.0650909931262185,0.299298505975832,0.103550301615024,0.0247389474656379,-0.303140363761178
"D31-3_56",-0.35485188735509,-0.225826243488267,0.0171689066664123,0.00205408300883801,0.370075481176529,-0.104396119696658,-0.750013990345838,-0.132305379987905,0.561872142889992,0.425658443138786,-0.550570029916333,0.0435520602780342,-0.169230342814419,0.0981542141333636,-0.0266697640019891,-0.0654489395442469,0.300717550147866,-0.037769745518828,-0.272322458536457,0.0105942722179578,0.0600962718949644,0.316798379848557,-0.148385128582069,-0.0237510917639445,-0.33471112251385,0.213923067928536,0.0523059689022073,-0.167133172056547,0.0163096589924827,0.0597494822208078
"D31-3_61",0.20243432927417,0.0504878431118602,-0.0673963826802784,0.276494737942118,0.300094986082701,-0.432765916853144,-0.488591573347536,-0.5923787008982,0.189022105189438,0.130388167960157,-0.155862877915811,0.00965066153367247,0.411479256795415,0.0773302005837245,0.202254686383759,-0.0155345555503032,0.436559703120681,0.291088341851523,-0.0193466375320901,0.432718526644285,-0.248843121356949,0.447196841497488,0.0855313453949077,-0.307811958728382,-0.214062884751953,0.207290188765239,0.305154285471733,-0.000628457274276861,0.0662974887113001,0.048646363336466
"D31-3_72",-0.215232933256157,0.0570549082294775,-0.00591984389275481,0.0178499202434007,0.71244757914135,-0.103294978104724,-1.00125808074189,-0.602517839629189,0.222977510901368,0.326881929169397,0.103221067360236,-0.108081548779387,-0.0324024646454442,0.0476815606662303,-0.0956216797141442,-0.255745638807985,-0.260085990136546,0.189423669429489,0.188431956019167,0.0380857461542177,0.0886816888306906,-0.0667535035255079,0.139642526175012,-0.248047096806266,0.316442714302343,0.0601601952821631,-0.00378831161768204,0.0992965638763693,0.0104896732587063,0.0893423887431231
"D31-3_77",-0.451522110873256,0.194849457905078,0.0682446260852275,0.0359310974207259,0.324772706233201,-0.341881641182433,-0.852489605425211,-0.734727188122039,0.320673634247989,-0.0861782326750575,0.0427801213799256,-0.161609203876857,0.287013925303307,0.121391050421637,0.031909921091511,0.0246083958737356,0.0138692937172687,0.365784653643141,0.0276551754039645,-0.164247997007375,0.03114949063535,0.0253404267604283,-0.0397686553487109,-0.241981545005111,-0.11534332428106,-0.119227454313552,0.14612946161587,-0.395794946296347,-0.282617746504826,0.27984013338396
"D31-4_4",0.158909684751647,-0.0572618303270156,-0.108668536350457,0.112856621729387,0.580033508279839,0.131617157256375,-0.847016166589574,-0.0672349711835506,0.378881140076258,0.262515541392374,0.0306373883096137,-0.243157968048924,0.090979283613366,0.113820073612901,0.141864722654239,-0.144743325149277,-0.332656749728538,-0.00857884367190121,0.112698910688618,-0.0893248213119227,0.0727128711868396,0.413838391510543,0.030410480603122,-0.260693923925599,-0.0926365440057347,0.087883940926613,0.0865701272304289,0.220430223376627,0.550514190374197,0.230613747379428
"D31-4_15",-0.0575467395372147,-0.153720999345287,0.00211146163487611,0.204083563322458,0.425809158843084,0.144687894221635,-0.860912588539137,-0.0717730002368444,0.184480343249645,0.181214900681993,-0.473345406592415,-0.23227184657652,0.364303434907765,-0.24389551521729,0.248564419150797,-0.112511200288757,0.207169878850564,0.0326456111612435,0.0918763066201774,0.117256036433626,0.12198241087836,0.50885407762034,-0.0964706416519026,-0.179689597084026,0.00183324044238346,0.0711778402242381,0.0128138257658692,0.0366408924964406,0.361109885605044,0.30562421548558
"D31-4_37",-0.274737858536875,-0.183807846509655,0.00123989067570509,0.0845528920506615,0.619144116882565,0.258538350246982,-0.977096198984172,-0.423934696800297,0.183412611470699,0.150031204328566,-0.156561273764862,0.0960698340819203,0.356991060794603,-0.267349187096986,0.351905359474735,-0.152380825987445,0.229446078144097,0.0206322793248569,0.0726727285961571,-0.249161565272699,-0.0189291376488066,0.301249245300033,0.150969754682428,0.068075478000174,0.197060975419078,0.0079628808163166,0.179192812425158,0.148952965867682,-0.206113998721802,-0.0144989666629427
"D31-4_40",-0.0208456541035529,-0.0646045138865823,-0.0694849142457035,0.0552241693234107,0.454503395751131,-0.274733907994908,-0.864133296326896,-0.321044200437403,0.288716953393453,0.0300267947325624,-0.153153280048488,0.160605949377698,0.0665829636783297,-0.029025127956143,0.170636995146662,0.203930500925333,0.179349194800258,-0.278767785658438,-0.0544155247192172,0.0799736336757781,-0.397729316447515,0.400132014575652,0.0812828896471741,-0.369643029321248,-0.101030262064882,0.204113781246089,0.502884160349946,-0.0421181768471307,-0.16938648852835,0.0868597659464271
"D31-6_5",0.205224982778327,-0.173066422196192,-0.196827939217024,0.203408707263956,0.344719975500513,9.29608757142448e-05,-0.742930564304816,-0.328539181569352,0.224064676286939,0.180209762779308,-0.384956868054475,0.291618153782184,0.406634960894335,-0.16976377614526,-0.0210324398949927,0.343915485897569,0.195470088344358,0.160438356742753,-0.0477525515454736,-0.176242193259101,0.193632128733296,0.177090017602362,0.0301326719549444,0.348894177864631,-0.062435029514369,0.117326901371458,0.197017502537692,0.00493903003298838,0.196839423451193,-0.0274753946813721
"D31-6_32",-0.00785119566135295,-0.0215473795851806,-0.00529747787706592,0.110276694692329,0.39985841822423,-0.219211882876494,-0.672724537420206,-0.462303709715758,0.470024877267327,0.46078417217495,-0.00594307180400008,0.0333151563101684,0.0730016718014369,-0.138298446768944,0.314148014668261,0.0893404119900464,0.183928204929062,0.0997162879622704,-0.0796996570499574,-0.0414637327221527,-0.314434117708482,0.466474688622631,0.347563847075836,0.255986529392351,0.0757217280436974,0.122691812240323,0.123089012752983,0.435884826390075,0.00882908724554603,0.187173747858843
"D31-6_71",-0.407116771904584,0.0519213029352993,0.0880307871469765,-0.0341910463781796,0.793034426695843,-0.405151501264009,-0.687169388789585,-0.422518423664863,0.383927119090509,0.0439370036815097,-0.244827449578079,0.406974452388763,1.05188604285776,-0.112858537883513,0.0864762594596536,0.0848217207410233,0.144762863752052,-0.112662607224917,0.01710676131695,0.148000848813922,-0.118665039405419,-0.248643334356601,0.221191530206168,-0.244101585486841,-0.19733505711278,-0.0414580653541651,0.520021388284021,-0.0545616137482438,-0.0576582085748846,0.153961341911675
"D31-7_15",0.054317410900793,-0.0882727784142191,-0.0921180405379144,0.0493985202037941,0.408274069616411,0.199187572678288,-0.949752656835241,-0.477160751988012,0.42705617800901,0.441585182176149,-0.310227518096462,0.0779086506214393,0.539062112304994,-0.390762005145976,-0.168200030636294,-0.110188875227682,0.249953211839996,0.120999837528359,-0.0642082970983268,-0.389310748043046,0.129344078061038,-0.368851774595645,0.213407612364524,0.837857627226001,0.324082215002197,-0.076955492834635,0.0801390711399721,-0.00456244765602648,-0.329424614446693,0.0807383558499059
"D31-7_79",-0.169446793163148,0.142017323374762,0.101977515300375,-0.0994103527100861,0.557450262946702,-0.136106537770646,-0.508573618756517,-0.897029070320444,0.472790899786002,0.247366506214407,-0.349195167236628,0.0148920210519303,0.589941291744912,0.323901401657374,-0.242735774208876,-0.00312002464637721,-0.0355036289793737,0.711691605204886,0.329777377166229,-0.0464754172296482,-0.0570743450757183,-0.290509217319673,-0.190530764236432,-0.209228134565912,0.428368116370279,0.0507054467627427,-0.056320630993509,0.0121253548225304,-0.123262972578682,0.23229513383087
"D31-7_92",-0.211099942210668,-0.0461397953931251,-0.0950358998442199,0.0281505928360263,0.575155390169696,0.295272045848412,-0.850189272567586,-0.374023901532549,0.401732937245084,0.596042974807394,-0.112752860027184,0.00773037945733953,-0.201239907734401,-0.169058650895391,-0.0265489394663266,0.0314393325899908,0.0527393404242995,0.040865106283907,0.0567367826934501,-0.173968811345001,0.308054543985276,0.165096351104435,-0.130367018451953,0.000866924957150145,-0.0211984220447806,-0.0221927836163185,-0.0509692828270087,-0.0218225991494108,-0.182555948326333,0.279923877759053
"D31-8_10",-0.056312724253199,-0.152520411012712,-0.0909587356791885,0.160874382745124,0.541475541937227,-0.122736987437717,-0.948934514187889,-0.401809761638914,0.281213996113867,0.214092868877074,-0.117654197949358,-0.0369051392056131,0.133847885529095,0.0214276295540804,0.337117735151551,0.0758099469758832,0.245118081129985,-0.0150817495440967,-0.124337768047793,-0.209207063914699,0.0469732616466673,0.28679459784703,0.251037194309928,-0.12278069805081,0.0887858100451873,-0.0328745920659165,0.197096640761506,-0.0900225127132587,-0.00156952517746086,-0.0722741676812614
"D31-8_15",0.00537080236973129,-0.020675116587347,-0.0602598248860952,0.23084842394676,0.548667397239251,0.203127644045761,-0.85594808234179,-0.00691412740879273,0.278771926102986,0.182032915701175,0.19498745355885,-0.139523157796921,0.0755511196682622,-0.417739707586016,-0.019357058548132,-0.00606889778389925,0.140676619736208,0.160728201906492,0.260288384598719,-0.349058302215652,-0.0061606261139083,0.307369023340949,0.526119752695225,0.0598785057773341,-0.286307010720422,0.0225862416127934,0.133366188280132,0.0528250293997476,0.0682397657424882,0.123651026275363
"D31-8_16",0.274224555008002,-0.00388804658834725,-0.0138991921205018,0.204479395492661,0.413154382218197,0.00728676498823888,-0.61507499666965,-0.159264736110344,0.437006831651362,0.0196727694956299,-0.358702543763896,-0.0271793989914288,0.193493324071249,-0.191057176644454,0.0570105618198096,-0.0537872647466169,-0.0321918727284127,-0.0154636644033295,0.026037114156744,-0.392471974074787,0.0341182388519654,0.606826607935681,0.240784457103611,0.105761065984404,-0.0682619751522854,-0.0753824444238652,-0.0875313173565983,0.132488812786473,0.0593731484140953,0.0220228154049171
"D31-8_25",0.172036135479481,-0.0243398183064464,0.0117703391174618,-0.0754354903980634,0.47590866023481,-0.312552928244298,-0.553930545783821,-0.534284942606904,0.54198381665426,0.278941529809737,0.177938650718147,-0.0431103040399295,0.475341803305725,0.512055571228606,-0.0114007591864915,-0.0122144854962887,-0.281522782178121,0.140891106915407,-0.0952862314775379,0.0350721952926843,-0.244644564092417,-0.0690071661740654,-0.468784744419949,-0.389865102516911,-0.017145960359926,-0.136796355471895,0.0208742236381455,-0.0213206314674206,0.0883999535841353,-0.105108031429385
"D31-8_26",-0.0745211474662652,-0.087701833904475,-0.0294147209539934,0.0420879898450315,0.530340817221566,0.0099823913751355,-0.701085020967525,-0.166008849346337,0.480627952830116,0.229425780937291,-0.0322450789115407,0.201286785335042,-0.0711607115372915,-0.146901342375252,0.0518864262348783,0.119535228790203,-0.0240741371900655,0.0842958590794077,-0.19148199242827,-0.174993083427248,0.133182296455969,0.510172719622204,0.0461198063429828,0.18908482936596,-0.150085104776155,0.199003020712918,0.265899890131816,-0.217466964519197,-0.254306281327009,0.186561863354154
"D31-8_36",-0.0360677685299383,0.0169545449727094,0.0145301603926121,0.0795102979280865,0.536159323175253,-0.117307534500505,-0.756042004587928,-0.234928474559111,-0.048879364093181,0.49652637369573,-0.480941318486685,-0.127273975150508,-0.190463454533354,-0.275746256266693,0.0104542024066,0.206462280016492,-0.0761749786351452,0.0743395014953713,0.207237492775655,0.0342886007383944,0.000527206871984537,0.304814893742081,-0.130888160661308,0.15369986002485,-0.0812520798183606,0.189450906213041,0.13247739529467,-0.165053234725268,0.0438839590303517,0.108452280310728
"D31-8_67",-0.267774349214155,0.00125268315029506,-0.104677369483551,0.037267954979516,0.722325555622006,-0.271586144734367,-0.595622590201945,-0.478935201246856,0.432843208500907,0.261867241736919,0.903864023346653,-0.232108724662959,-0.411088445213681,-0.706770267401173,0.524968407561535,0.0600493018895313,0.101587025276971,-0.159749037083859,0.255161662627835,-0.472472829859209,-0.363106788458464,0.451741815099462,0.396834027475822,0.253288378633924,0.0966155608575344,0.25814483667803,-0.248157113297548,-0.249494433837339,-0.024742940812293,0.162696720139781
"D31-8_70",-0.320904802006088,-0.0885967383308636,0.0982785322005469,-0.0523627955597245,0.831926286245661,0.46190674920927,-0.794811529835945,-0.05754859931832,0.525629521426372,0.902069564106769,-0.0344175416857219,0.155750306809468,-0.270653848235614,0.6674037643343,0.307508096695956,0.120208619816148,-0.304375164348867,0.336927539383663,-0.186176470832373,-0.501351993274816,0.147029912342397,0.440171080228615,0.149976249613858,-0.287548294467336,-0.274036009084541,0.296746029968478,-0.028555740691612,-0.107670062603857,0.177725506985928,0.140286582375743
"D31-8_87",-0.442126428829631,0.0353927608391183,0.0393399489461362,-0.132796281749387,0.645619967483239,-0.0853112810583287,-1.1644228792701,-0.466444617592513,0.306823644821642,0.104776049390185,-0.034754957302617,0.378574379112443,0.341237168586793,-0.140397714094709,0.0599754657194528,-0.0662160950024849,0.242201559764305,-0.142849279189429,0.0494702372340599,-0.0589025057827822,-0.0207317398874553,-0.187030356367427,0.131160290755886,0.246255875167357,0.178523672700133,-0.00886370162126182,0.085913799281823,-0.150692071565136,-0.174061337247778,0.287718823719653
"D28-1_37",0.714500837404074,-0.158155259937374,-0.401312091024308,0.202702341785334,0.0901215991987851,0.110760332286689,0.177536698809804,-0.0914662704529055,-0.35986685078251,0.122980506420654,-0.0615303366878978,0.127277429090103,0.0831922332610484,0.0536107074428886,0.427506583139308,0.0146133238450444,-0.21784673402275,-0.161917424985229,0.0102361480605127,-0.361372755207963,0.220733070554892,0.0911899969731683,-0.0200621073116256,0.0671172357856865,0.401669273619682,0.179186811310684,0.104463400943219,-0.0539195127073607,-0.116747617635384,-0.0927165285670407
"D28-1_38",0.385103419670427,-0.141533432537931,-0.377225175988756,0.00885590452938036,-0.0151223161251138,-0.109924145412233,-0.318822673497624,0.365728729639342,-0.036599099338124,-0.269527120892128,0.0831614486680269,-0.517482603213967,0.159586727954609,-0.21088239572871,-0.0563655293133393,-0.260227577027859,0.320058065106109,-0.199471300607776,0.162262396792313,-0.0825550850097087,-0.346600716742751,-0.0562339345919294,-0.0520165983002653,0.209722478885938,-0.00161906622335515,0.128653969027476,-0.343311672216109,0.130888000624787,0.0534797971573525,0.372287431959536
"D28-1_50",0.625441936456365,-0.177031036361993,-0.388986833432756,0.246276788843507,-0.162951017338704,-0.705731509370678,0.378286141151243,-0.0535174889792196,-0.0393421892116272,0.0415467400990644,-0.0470876501021654,0.0599800401641605,0.664278485062775,0.339420787648515,-0.22091993578685,-0.0227904769171991,0.22406212668956,-0.441575612368856,-0.0106714387847532,0.0936668250183186,0.215947281400242,0.230241723537442,0.162743357814949,-0.0567267936752356,-0.10534830781681,0.0210704218701538,-0.0592123706409506,0.056858035583735,0.142089039737669,-0.281754527756893
"D28-1_55",0.501630543962518,-0.318341920763407,-0.213653624204285,0.222489009427442,0.055109212375828,0.0257853152371761,0.57370204282802,-0.233387880480689,0.191488588125671,-0.0324393375688448,-0.772821040597716,0.284622311557477,-0.0641417274724918,-0.831009919711125,0.265448538345525,0.243986667530066,-0.226969683129758,0.410160866967234,0.193631374707718,-0.0046671822712494,-0.307315982909729,-0.221484332939631,0.867972814424254,0.141221306145999,-0.403426238536247,0.917257334989006,-0.577325860444574,-0.630962401265527,-0.75120469799444,-0.142278122071289
"D28-1_62",0.710953053165278,-0.249347524490992,-0.53740298441228,0.425944869055717,-0.145229166256603,-0.546305539195405,0.183310771961476,-0.281343420619822,-0.327729871857808,0.0483278957367307,-0.192774433458158,-0.33842648463359,0.322552156552426,0.249378254004472,0.0200049200122785,0.219630420095483,-0.344391066746248,-0.532323236990355,0.128042988987926,-0.334653856565834,-0.0863319082475333,0.0357640685866012,-0.400408698554606,-0.510694263765855,-0.196471887640399,0.159060520623466,-0.375291343267383,-0.716726652512147,-0.386750277527017,-0.277417448755498
"D28-1_67",0.60810916932569,-0.133959014700634,-0.2376341890747,0.190107776000405,0.177816091942552,0.12005528878014,0.656025673808531,-0.0550146278521364,0.251574849858951,0.0473926859508972,-0.19059170267169,-0.131100703109236,-0.360805860548545,-0.18669237230005,0.0600332104856648,-0.0670602129975611,-0.585329608328741,0.247415928464657,-0.0895038995086299,-0.448118085887305,0.616213173391405,0.328193672249971,0.501242302832276,0.135169384079889,-0.0591132948036003,0.591804947675355,0.399862734683071,-0.407933767669791,-0.464380548454603,0.0556091324613701
"D28-1_68",0.636892935225144,-0.176335076034973,-0.502768551128589,0.421998150922595,-0.204377003408188,-0.517759226846346,-0.0274054907558308,0.175350247551434,-0.120152675034369,0.231656135187198,0.0278027120702789,-0.492865732900523,0.490009017876489,0.14983919892201,-0.0293512292457748,-0.10192807258468,0.20252721403728,-0.772000516445993,-0.0159145448171781,0.065387452403362,-0.229235081938969,-0.0605123436387603,-0.167761659688632,-0.00370258368806609,0.364028701007645,-0.00859045436619092,0.138722719677644,-0.0592979138253993,0.276540464059925,0.183567906871452
"D28-1_86",0.545202528007964,-0.0602481156687002,-0.123062661694176,-0.0840277619682255,0.0414613128907694,0.364844885002781,0.181741146232704,-0.360980213768122,-0.335154877298755,0.0390851125808995,-0.10651783542653,0.591778939394963,-0.342778307050647,-0.240339413990881,0.116184675932503,0.253611983322654,-0.0155864804863427,0.056813359555148,-0.0775106835219968,-0.0596150410361831,0.35627084351754,0.436629000166238,-0.127875291633642,0.302912700428791,0.0989631268199184,0.123051728914347,-0.0351067654576719,-0.0924654683390433,-0.619775790674889,0.32027949498761
"D28-1_87",0.417174553921638,-0.1250089134321,-0.747489047744382,0.787300705758151,0.00501531182038164,-0.371686825062148,-0.547757442922053,0.427923571041133,0.168284248023959,-0.351440829076708,-0.0569040703634118,-0.224337670939924,-0.103890257664486,0.127067566329181,-0.193520701186632,-0.0958429043201184,0.129919451582199,-0.127269880992429,0.513913482179377,0.382088730281493,-0.310675552058276,0.072819878192909,-0.195625188240962,0.167333573876289,-0.145532964747319,-0.062449232490193,-0.259052686040613,-0.0291271435646111,0.0437441207705804,0.157998801830022
"D28-2_1",0.479729240837582,-0.259093561549065,-0.455882066923736,0.471803304022664,-0.057228607280755,-0.0690984507373953,0.10585634937763,0.0227172645320693,0.3769623887254,-0.000122660298842599,0.121080464483882,0.140715355345777,-0.503588833277369,0.0311355503043665,0.119108695458475,0.109128874962966,-0.145241761318198,0.172188760007032,0.0365993482940164,-0.168551780546912,0.161400567328736,0.256571363299005,-0.155904130229772,0.430772602337202,0.130333912538367,-0.0627702053650934,-0.00262578018901536,-0.404519391839761,-0.198515859249065,0.280549830005698
"D28-2_4",0.635552383102257,-0.126071636404613,-0.54347491249273,0.49190993876294,-0.0352509271334255,-0.138893310926677,-0.284328297786091,0.0518394566022977,-0.280681911772428,0.298704494255288,0.112017391739989,-0.438022222371933,0.137867851545827,0.365370438908781,0.137627398298664,-0.0598913941834119,-0.0450525662893053,-0.255565809817348,0.223797097799551,-0.25690496743329,-0.296960710828042,0.113743292996476,-0.151716938322814,0.450392045456809,0.395065619603789,-0.172313271916192,-0.0300414845577338,-0.060457738586521,0.0565319907492817,0.473773592763311
"D28-2_15",0.738573488617042,-0.271326565471554,-0.655502618603289,0.47043485324423,-0.094433475523497,-0.137103721133045,0.0289564608869443,-0.0482512578466537,0.0995120036980499,0.280333015369186,0.277439744415884,-0.126028893559131,0.147583016301248,0.0841322323970002,0.189757623696584,-0.0441992068898472,0.19973174185153,-0.259808288027597,0.0402410659220737,-0.119471838595836,-0.187988907285218,-0.383741113217488,-0.131513940928851,0.150222590757674,0.37501941729406,-0.223458669510774,-0.102069823329632,-0.196667128449604,-0.0476128126484161,0.127055224233118
"D28-2_18",0.50129447601897,-0.11821901336968,-0.90587207496531,1.17273528469033,0.159090602436433,-0.111094557723165,-0.100839625810516,0.200471727696428,0.5112467681526,-0.117356328927715,0.0622530752411859,-0.199785380079057,-0.169851377286621,-0.44006959656446,-0.564759338029928,-0.584657833303071,-0.484514244103847,0.149659114130143,0.789202107105137,0.455387410913156,-0.108027212560834,-0.172866329491783,-0.272901230304098,0.292421911727418,-0.0422050112947705,-0.0447171274649178,-0.173589065038334,-0.412762749889359,-0.197942626783484,-0.0875687268784275
"D28-2_39",0.485042738058639,-0.217750840793934,-0.619797628173168,0.68620133069463,-0.0686404885974998,-0.309457755563338,-0.112380542774639,0.356260749386676,0.0850699847391309,0.178418221535933,-0.100827561365583,-0.567430979908489,-0.143649180625179,-0.177040279030881,0.0973794875222937,-0.0550289013733408,-0.0307411063813166,0.194339055179904,0.591734502582408,0.275572230196469,-0.36835765562087,0.0802436024549746,-0.0721349282691561,0.0981935602254291,0.214979292492515,-0.0577130512963056,0.0476119879485344,-0.130451719959981,-0.252734914283591,-0.218274066861226
"D28-2_42",0.571646389587718,-0.149780575372906,-0.629783368749481,0.491921770021453,-0.376368048519654,0.00716479547636423,-0.190623602178488,-0.185493417590926,0.190627162978307,0.124299160676457,-0.286935098174605,-1.22523263972038,-0.19398147719268,-0.209847527750245,-0.382739888062678,-0.728014663344876,0.124233769248339,0.397680021948443,0.244762753288061,-0.215217216796849,-0.640049778185052,-0.226643894437528,-0.251250990847004,0.425219432943731,-0.273833205916007,0.356787474835897,-0.62059990751996,-0.558070171644768,-0.0930340960488286,-0.429443731730539
"D28-2_49",0.555898378399654,-0.211149153527357,-0.209317537384759,0.0575785971295131,-0.0300565558395419,0.207646869434008,0.357033067758813,-0.368421671724833,0.18579868093779,-0.177457715511916,-0.465599479988319,0.789317120635335,0.133805939552302,-0.445620195800045,0.332420745662812,-0.152410600395577,0.100288368204408,-0.13359425640086,0.466815711435009,-0.458985310064269,0.38737133011188,-0.203487859035792,-0.282670373593924,0.132085179533169,0.0384798599407164,0.4125392997115,-0.24569973061185,-0.0454701327283,-0.279657803561762,0.276124606610942
"D28-2_53",0.610539022079729,-0.155071096134186,-0.237724907585704,0.00452371856299072,-0.280116921311848,-0.0650161034191669,0.314046513920255,-0.425323090554483,-0.242955022730047,-0.0834886339816075,-0.152294961115777,0.47157258392403,0.132724707843713,-0.506102867105557,0.0086352542346299,-0.146699835019159,-0.0302589857334177,-0.0135476939186158,0.137853808767736,-0.145194454958094,0.141613673518353,-0.0218105560108609,-0.409058820532889,0.179109598799174,0.0771228155315276,0.215604150194203,-0.167679602823732,-0.113091811557213,-0.173747919654455,0.176773344937097
"D28-2_61",0.623260314698277,-0.347336262386304,-0.61916932132566,0.447703030489031,0.0291816160347714,-0.19134346632177,-0.238045286550761,0.0630199831229093,0.0925946050689212,0.0617450715972384,0.0490855912738605,-0.264600415384824,-0.0266193988857213,0.0407621929570349,-0.0232821617444754,-0.0144307199826287,0.0220849106385626,-0.0443990745944916,0.560097002664061,-0.014879475665321,-0.0680994195907926,-0.24570608405023,-0.442136983498571,0.21108176206156,-0.178042621833917,-0.188628913019223,-0.25507993878662,-0.0628383320891598,-0.198614364183874,0.166916047313451
"D28-2_74",0.485152811567925,-0.184441403615788,-0.365704332607767,0.172597360808869,-0.220171322646682,-0.316124528371284,0.28786748301421,-0.0302794117937048,0.143978273733574,-0.167587667864972,-0.18337170472256,-0.0130376625546843,0.155360807286853,0.165888193491966,-0.253851094999567,-0.167924522300463,-0.00332892999787795,-0.204609738715674,-0.0485077322220887,-0.352007600554557,0.201741546820187,0.0802387396021372,-0.108254096720217,0.357997650655863,0.28338406538865,0.0830338919613498,-0.0473699991390115,-0.319508604883405,-0.00535547767644589,0.124156380287175
"D28-2_75",0.689977284753142,-0.149371059834083,-0.256953821365116,0.0885371574246172,-0.215522975310462,-0.527292906292576,0.350240385821984,-0.566522043065514,-0.407639013116936,-0.0226611527028216,0.144187307726258,0.0596041713373318,0.0911931886935879,0.373576348952033,0.355248532451979,0.191353691553226,-0.309740402473255,-0.601860669735387,-0.0106944588127748,-0.778627243265201,0.220146555045583,0.195885111313525,-0.299197247751349,0.29123091085522,0.279835116348499,0.223392755911785,0.042857927508775,0.212146729154318,0.0669524666091485,0.40817091488218
